  0.0014   0.9957   0.0818   0.9151   0.0550   0.9335   0.0000   0.9987   0.4247   0.5779   0.0085   0.9914   0.9229   0.0785   0.3743   0.6201   0.7364   0.2742   0.8680   0.9709   0.9528   0.1702   0.0515   0.0343   0.9829   0.0053   0.1868   0.6842   0.2833   0.0234   0.6696   0.9109
  0.0014   0.9957   0.0771   0.9185   0.0597   0.9276   0.0000   0.9961   0.4145   0.5877   0.0135   0.9865   0.7727   0.2324   0.3634   0.6310   0.7478   0.2593   0.8608   0.9334   0.9277   0.2455   0.0150   0.0700   0.9870   0.0053   0.2439   0.6267   0.3404   0.0287   0.4036   0.9020
  0.0014   0.9958   0.0725   0.9244   0.0658   0.9204   0.0013   0.9946   0.3982   0.6019   0.5082   0.4944   0.0124   0.9888   0.3556   0.6391   0.7614   0.2432   0.8565   0.8595   0.9314   0.3191   0.0107   0.0823   0.9884   0.0079   0.3125   0.5641   0.3684   0.0476   0.2542   0.7368
  0.0014   0.9958   0.0692   0.9279   0.0751   0.9130   0.0013   0.9945   0.3799   0.6196   0.3571   0.6452   0.0126   0.9874   0.3502   0.6476   0.7755   0.2246   0.8571   0.7087   0.9777   0.4096   0.0214   0.0813   0.9884   0.0104   0.3506   0.5325   0.4000   0.0959   0.1932   0.6376
  0.0027   0.9958   0.0633   0.9337   0.0858   0.9003   0.0027   0.9902   0.3523   0.6457   0.3127   0.6896   0.0128   0.9873   0.3451   0.6547   0.7917   0.2047   0.8625   0.5399   0.9843   0.5559   0.0344   0.0787   0.9847   0.0103   0.4103   0.4875   0.4118   0.1273   0.2152   0.5312
  0.0027   0.9958   0.0599   0.9370   0.1008   0.8862   0.0069   0.9841   0.3109   0.6841   0.3229   0.6834   0.0118   0.9883   0.3430   0.6632   0.8070   0.1809   0.8687   0.4280   0.9223   0.7188   0.0419   0.0775   0.9835   0.0129   0.4430   0.4557   0.4242   0.1346   0.2357   0.2293
  0.0027   0.9945   0.0553   0.9415   0.1166   0.8681   0.0126   0.9719   0.2478   0.7514   0.3470   0.6628   0.0108   0.9893   0.3415   0.6735   0.8255   0.1545   0.8761   0.3515   0.8972   0.8120   0.0438   0.0747   0.9823   0.0141   0.4805   0.4250   0.4062   0.0867   0.2176   0.2478
  0.0027   0.9945   0.0523   0.9460   0.1161   0.8633   0.0245   0.9382   0.1826   0.8393   0.3588   0.6508   0.0110   0.9890   0.3410   0.6774   0.8575   0.1205   0.8797   0.3059   0.9041   0.8513   0.0417   0.0696   0.9810   0.0180   0.5185   0.4024   0.3667   0.0569   0.3333   0.3357
  0.0027   0.9932   0.0478   0.9493   0.0833   0.8972   0.0353   0.2273   0.8003   0.9043   0.3588   0.6519   0.0100   0.9901   0.3405   0.6676   0.9024   0.0844   0.8829   0.2837   0.9149   0.8714   0.0368   0.0656   0.9798   0.0193   0.5488   0.3780   0.3333   0.0262   0.4829   0.3864
  0.0067   0.9932   0.0447   0.9548   0.0457   0.9401   0.0432   0.0418   0.9569   0.9281   0.3587   0.6585   0.0102   0.9913   0.3419   0.6565   0.9405   0.0562   0.8835   0.2774   0.9215   0.8832   0.0274   0.0605   0.9772   0.0219   0.5765   0.3659   0.0786   0.4815   0.4071   0.5294
  0.0066   0.9919   0.0417   0.9579   0.0222   0.9697   0.0555   0.0230   0.9655   0.9081   0.3629   0.6690   0.0090   0.9910   0.3460   0.6473   0.9624   0.0368   0.8826   0.2932   0.9187   0.8936   0.0184   0.0567   0.9747   0.0245   0.4752   0.4348   0.0911   0.3443   0.4432   0.8832
  0.0079   0.9906   0.0388   0.9608   0.0119   0.9816   0.0216   0.9638   0.0716   0.8799   0.3661   0.6802   0.0077   0.9908   0.3525   0.6406   0.9757   0.0271   0.8833   0.3347   0.8959   0.9013   0.0078   0.0529   0.9746   0.0259   0.1278   0.7768   0.1144   0.5365   0.8333   0.7699
  0.0078   0.9867   0.0384   0.9637   0.0090   0.9876   0.0173   0.9826   0.0656   0.8552   0.3651   0.6946   0.0078   0.9906   0.3594   0.6322   0.9805   0.0210   0.8904   0.6748   0.6037   0.9059   0.0011   0.0534   0.9746   0.0285   0.1344   0.7838   0.1944   0.6293   0.6296   0.5333
  0.0091   0.9842   0.0369   0.9678   0.0061   0.9890   0.0145   0.9854   0.0756   0.8433   0.3489   0.7114   0.0111   0.9904   0.3698   0.6232   0.9829   0.0186   0.9129   0.7756   0.4545   0.8955   0.0054   0.0526   0.9734   0.0310   0.1452   0.7618   0.2857   0.6225   0.5046   0.4348
  0.0103   0.9791   0.0379   0.9693   0.0031   0.9857   0.0173   0.9869   0.0854   0.8462   0.3191   0.7254   0.0243   0.9853   0.3815   0.6128   0.9853   0.0162   0.9469   0.4951   0.6727   0.8892   0.0154   0.0563   0.9736   0.0308   0.1537   0.7604   0.2948   0.6095   0.4532   0.2140
  0.0115   0.9727   0.0415   0.9708   0.0031   0.8537   0.1301   0.9897   0.0937   0.8578   0.2823   0.5238   0.2850   0.9718   0.3941   0.6000   0.9866   0.0138   0.9736   0.1809   0.8727   0.9134   0.0194   0.0644   0.9738   0.0293   0.1603   0.7562   0.2457   0.6107   0.4862   0.2377
  0.0128   0.9612   0.0500   0.9710   0.0031   0.0188   0.9759   0.9941   0.0950   0.8668   0.2075   0.0732   0.9078   0.8374   0.4074   0.5858   0.9878   0.0137   0.9884   0.0516   0.9393   0.9470   0.0097   0.0838   0.9728   0.0277   0.1679   0.7531   0.2173   0.6186   0.5182   0.2041
  0.0152   0.9408   0.0648   0.9723   0.0031   0.0101   0.9897   0.9935   0.0871   0.8554   0.1461   0.5801   0.4968   0.8065   0.4242   0.5718   0.9891   0.0125   0.9954   0.0164   0.9230   0.9925   0.0508   0.0476   0.9708   0.0260   0.1733   0.7450   0.2091   0.6375   0.5217   0.2701
  0.0165   0.9117   0.0917   0.9724   0.0148   0.0000   0.9868   0.9951   0.0627   0.8302   0.2480   0.8211   0.1769   0.8465   0.4409   0.5566   0.9903   0.0112   0.9977   0.0046   0.9497   0.9717   0.0675   0.0454   0.9664   0.0232   0.1735   0.7208   0.2312   0.6510   0.5250   0.1774
  0.0177   0.8699   0.1300   0.9738   0.0087   0.4145   0.6015   0.9967   0.0325   0.8891   0.2607   0.7791   0.1226   0.8803   0.4595   0.5410   0.9939   0.0099   0.9989   0.0012   0.9522   0.9682   0.0777   0.0514   0.9609   0.0227   0.1732   0.6631   0.3016   0.6580   0.5164   0.2402
  0.0189   0.8219   0.1733   0.9738   0.0086   0.9883   0.0061   0.9968   0.0155   0.9656   0.2436   0.7493   0.0872   0.9073   0.4748   0.5273   0.9940   0.0086   1.0000   0.0000   0.9533   0.9659   0.0844   0.0573   0.9567   0.0212   0.1630   0.5580   0.4067   0.6715   0.5169   0.3410
